Reviewer,Review,Review Score,Review date
,"I really enjoyed ""The Intern,"" but have a quibble about its treatment of middle aged & senior women. I loved the interaction between DeNiro & the younger men (although he never seemed to get them to want to shave--hey guys ZZ Top is right---every girl is crazy about a sharp-dressed man!) I rated this move 3 1/2 for two reasons: the way older women are depicted (as ""raging bitches""--Jules Mom--\ complete buffoons--the intern who couldn't drive--or the pushy, lonely one-night stand--Linda Lavin's character). Older women can also be as suave, well-dressed, & knowledgeable as older men. I'm tired of seeing women my age used as nothing more than comic relief. Having Rene Russo as the sole older woman who is sane doesn't balance out the other 3. I also felt that the movie didn't need a really late (story-wise) plot twist. Overall, an enjoyable movie. DeNiro's performance shows he can do comedy as well as he can do drama & I didn't want to kill Anne Hathaway 5 minutes in, so she did fine too. The young actress playing her daughter is adorable & I would be crushing on the other men in the picture if only they'd shave, tuck in their shirts, & dress sharply.",3.5,"Sep 27, 2015"
,Did not thought i would like it but i did! hahaha it was hilarious :D,4.0,"Sep 27, 2015"
,Funny and charming movie,4.0,"Sep 27, 2015"
,"After reading all of the so-so reviews of this movie, I had gauged my expectations, and was delighted to see a fun, ironic and (at times) a film with deep insightsespecially into what amount to Horatio Alger stories with a woman playing the head of a start-up dot com. The idea that ""she can do it all""-- family, mom, wife and company head is not so much challenged (any more than it would be for a man), but placed into focus. In the 1950s-60s, the nose-to-the-grindstone man in the gray flannel suit was seen as a person whose family was ignored at the expense of attention to his family. This film is refreshing in that it recognizes that concentrating on work over family is not a mortal sin and any problems with spouse and child cannot to blamed on the Type A personality in the family regardless of gender. Robert De Niro is perfect. At 70 he is retired and bored, but he doesn't come across either as a fuddy-duddy Luddite or a swinging grandpa. Keeping in mind that the De Niro character was in his 30s when personal computers came on the scene in early 1980s and just 40 when the Mac was released in 1984, computer technology in the home and office is not exactly new. Getting used a new type of interface or program does take time, but it is no longer the mystery box it was at one time to the older generation. This is a much more intelligent (and fun) movie than I expected; so, if you plan to go 1) lower your expectations 2) pay attention, and 3) enjoy!",5.0,"Sep 27, 2015"
,"This was somewhat of an incomplete film.. I really enjoyed the characters and the performances of DeNiro and Hathaway, but the storyline didnt seem to go anywhere and the ending seemed rather abrupt... would have preferred to have more of a resolution at the ending.",2.5,"Sep 27, 2015"
,Best comedy I have seen in a long long time,5.0,"Sep 27, 2015"
,This was an excellent film. Very funny and the story was very good. My wife and I both really enjoyed it so much we did not want it to end. Robert De Niro and Anne Hathaway have a very good chemistry together.,4.0,"Sep 27, 2015"
yunzhi o,"Definitely a pleasant, relaxing movie. It was a little anticlimactic but it that's okay cuz it was a ""feel good"" kind of movie that made me feel like I was best friends with the main characters. The soundtrack is super soothing too.",4.0,"Sep 27, 2015"
cindy m,"This was a very watchable move. It was a bit predictable and trite and the ending left something to be desired and it totally went off the rails for one scene in the middle that was unnecessary and did not advance the story at all. Deniro and Hathaway were what you would expect: polished, funny etc. Unfortunately, the story and directing were enough to keep it from a higher rating. It was enjoyable for the most part and worth my time seeing however it was not up to the caliber of these two fine actors.",3.0,"Sep 27, 2015"
,"This is a great date movie. It's timely, insightful, and sweet. Professional critics seem to dislike it because, in their jaded view, it doesn't have enough conflict. It is subtle, funny, and joyously-devoid of unncessary distraction or villany. I bonded with several characters, and wanted to see them succeed. A fine, uplifting, enjoyable story, and a nice, clean diversion for an evening",5.0,"Sep 27, 2015"
,"Sweet, funny, vulnerable, non-groundbreaking, unpretentious, heart warming. Much was done right about character portrayal. By the way, I endorse the 7 hours of sleep.",4.5,"Sep 27, 2015"
,"Tries to make a statement about seniors still having value to society and the challenges women face when trying to run a company, but never really hits the nail on the head. Still, the performances were great. It wasn't completely shown in the trailer as I originally suspected, but most of it was there.",3.0,"Sep 27, 2015"
,"I liked the movie but, the ending was left to vague for me taste.",3.0,"Sep 26, 2015"
,"I'm 62 retired Business owner who really feels this movie message is that even today, there is untapped wisdom, that we can give to younger generation, and keep them centered on the right path. Some say it's mentoring I say it is a s a guardian angle. But other will see this as another New York movie. the characters showed they were human and had emotion. Hug",4.0,"Sep 26, 2015"
,It was so good. Critics are idiots.,5.0,"Sep 26, 2015"
,We enjoyed the film very much. Mr. DeNiro and Anne exuded great chemistry. At the end of the film a portion of the audience clamped with approval.,4.0,"Sep 26, 2015"
,"""The intern"" is a great motion picture that draws comparisons between contemporary society and society of the past. In addition to the fact that this film exemplifies issues of modern day society, it does a phenomenal job of providing the audience with what seems to be perpetual laughter.",4.5,"Sep 26, 2015"
,Refreshing and heart-warming,4.5,"Sep 26, 2015"
,"Almost too sweet, but I had all the feels and had all the laughs. It really couldn't have been much more perfect.",4.5,"Sep 26, 2015"
,Best feel good movie I've seen in a long time!!!,5.0,"Sep 26, 2015"
,Such a great feel-good movie about someone making a difference in someone else's life. Loved it; reminded me of all the positive qualities of my own Dad.,5.0,"Sep 26, 2015"
,Robert De Niro and Anne Hathaway work very well together! A great feel-good movie with a lot of laughs and a good message on staying true to yourself,4.5,"Sep 26, 2015"
,"Funny, predictable but thoroughly entertaining, mainly because Hathaway acted her little heart out in this film. Kept a smile on the audiences faces and audible chuckles and laughter the entire film spell successful entertainment!",4.5,"Sep 26, 2015"
,"A very cute movie. Three uses (implied and verbal) of the F word, one sexual innuendo, and that's pretty much it as far as objectionable content goes. Great movie for a date night.",3.5,"Sep 26, 2015"
,I really enjoyed this movie. If I'm not giving it 5 stars is because of the ending. Totally unreal but overall great movie,4.0,"Sep 26, 2015"
,"Excellent movie, Crystal and I both loved this show. You have to go see it!",5.0,"Sep 26, 2015"
,A refreshingly good story!,4.0,"Sep 26, 2015"
alec b,"A very enjoyable movie...no surprises, just a nice time.",4.5,"Sep 26, 2015"
,old people will love this,3.5,"Sep 26, 2015"
,"I liked the concept of the movie. Robert De Niro and Anne Hathway have a great chemistry as colleagues. My only critiques of the movie is the way that the ending was handled and the development of De Niro's character. It seemed like the director left a significant number of scenes on the cutting room floor towards the end to cut the length of the movie. More could have been done with De Niro's character in terms of his experience to help the young CEO as a trusted adviser. You seem a glimpse of that angle when De Niro's character does some brief business analysis. Overall, it was a good movie that I'd own on DVD. It deserves a higher rating than the 56% on Rotten Tomatoes.",4.0,"Sep 26, 2015"
,It had several sad moments but overall it was a very nice feel good type of movie! Terrific acting by Anne Hathaway and Robert De Niro,4.0,"Sep 26, 2015"
